index_id	category	text	language
739	geography	Τα Νησιά Κουκ είναι μια νησιωτική χώρα ελεύθερα συνδεδεμένη με τη Νέα Ζηλανδία και βρίσκονται στην Πολυνησία, στο κέντρο του νότιου Ειρηνικού ωκεανού.	ell_Grek
548	sports	With the change from the quarter to the half mile run, speed becomes of much less importance and endurance becomes an absolute necessity.	eng_Latn
824	travel	Take a look at what trips the agent is promoting, whether on a website or in a shop window.	eng_Latn
1628	geography	Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.	eng_Latn
1596	science/technology	The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material.	eng_Latn
739	geography	The Cook Islands are an island country in free association with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.	eng_Latn
548	sports	Kun la ŝanĝo de la kvaron- ĝis la duon-mejla kuro, rapido iĝas draste malpli grava kaj eltenemo iĝas absoluta necesaĵo.	epo_Latn
824	travel	Rigardu kiajn vojaĝojn la agento reklamas, ĉu en retejo, ĉu en montrofenestro.	epo_Latn
1628	geography	La loĝantaro de Vatikano estas ĉirkaŭ 800 personoj. Ĝi estas la plej malgranda sendependa ŝtato en la mondo kaj la ŝtato kun la plej malgranda loĝantaro.	epo_Latn
1596	science/technology	La eksperimento de Hershey kaj Chase estis unu el la gvidaj supozoj pri tio, ke DNA estas genetika materialo.	epo_Latn
739	geography	Kukinsuloj estas insula lando libere ligita al Nov-Zelando kaj situanta en Polinezio, meze de Suda Pacifiko.	epo_Latn
548	sports	Tehes muutuse veerandi miili pikkusest jooksust poole miili peale, muutub kiirus vähem oluliseks ja vastupidavus muutub hädavajalikuks.	est_Latn
824	travel	Vaadake veebisaidilt või vaateaknalt, milliseid reise agent reklaamib.	est_Latn
1628	geography	Vatikani rahvaarv on umbes 800 inimest. See on väikseim iseseisev riik maailmas ja väikseima rahvaarvuga riik.	est_Latn
1596	science/technology	Hershey ja Chase'i katse oli üks peamisi tõendeid, mis viitas sellele, et DNA on geneetiline materjal.	est_Latn
739	geography	Cooki saared on saareriik, mis kuulub Uus-Meremaa vabasse assotsiatsiooni ja asub Vaikse ookeani lõunaosa keskosas Polüneesias.	est_Latn
548	sports	Milia laurdeneko lasterketatik milia erdira aldatzean, abiadurak askoz garrantzi gutxiagoa dauka eta erresistentzia erabat beharrezkoa da.	eus_Latn
824	travel	Eman begiratua agentziaren eskaintzei euren webgunean edo erakusleihoetan.	eus_Latn
1628	geography	Vatikano Hiriak 800 biztanle ditu gutxi gorabehera. Munduko herrialde independente txikiena da, eta biztanle kopuru baxuena daukana.	eus_Latn
1596	science/technology	Hershey eta Chase esperimentua izan zen DNA material genetikoa zela frogatzen zuen aztarna nagusienetako bat.	eus_Latn
739	geography	Cook Uharteak uhartedi bat dira eta Zeelanda Berriarekin elkargo librea osatzen dute. Polinesian daude kokatuta, Hegoaldeko Ozeano Pazifikoaren erdian.	eus_Latn
548	sports	Esime wonye nuwo le tͻtrͻm ta la, dzitsitsi meganye nu si le vevie o, ke ameɖokuidziɖuɖu kple kutrikukue le vevie.	ewe_Latn
824	travel	Kpɔ mɔzɔzɔ ƒomevi si ŋu mɔzɔŋuti dɔwɔla la le nuƒom tsoe, eɖanye website dzi loo alo le fiase aɖe ƒe fesre dzi.	ewe_Latn
1628	geography	Vatika dukͻa ƒe agbͻsͻsͻ nye 800. Eyae nye dukͻ xͻ ɖokui si suetͻ kekeake le xexea me.	ewe_Latn
1596	science/technology	Hershey kple Chase ƒe nugͻmekuku nye ŋgͻgbetͻ siwo doe ɖa be טudzesi alo DNA nye lãmenu si tsoa amegbetͻ ƒe nutsotso wo dometͻ ɖeka.	ewe_Latn
739	geography	Cook Fukpowo nye ƒukpo-dukɔ aɖe si le ɖekawɔwɔ me kple New Zealand, le Polynesia, le Anyiehe- Pasifik 'Tsiaƒu la ƒe titina.	ewe_Latn
548	sports	Í mun til eina 400-m kapprenning, er ferð í eini 800-m kapprenning av minni týdningi, og úthaldni er nógv meira avgerandi.	fao_Latn
824	travel	Hygg eftir hvørjar ferðir skrivstovan lýsir fyri, antin á einari heimasíðu ella í einum handilsvindeyga.	fao_Latn
1628	geography	Har eru umleið 800 íbúgvar í Vatikanstatinum. Hann er minsta sjálvstøðuga landið í heiminum, og er tað landið, sum hevur minsta íbúgvaratalið.	fao_Latn
1596	science/technology	Hershey og Chase kanningin var ein av leiðandi ávísingunum um, at DNA var arvaðfrøðiligt tilfar.	fao_Latn
739	geography	Cookoyggjarnar eru eitt oyggjaland við leysum tilknýti til Nýsæland, sum liggja í Polynesia, mitt í Suðurkyrrahavinum.	fao_Latn
548	sports	Ni rawa ni veisau totolo na nodra gutuwa, e bibi cake na nodra sasaga mera bula mai na nodra tolotolo.	fij_Latn
824	travel	Mo raica rawa na mataqali gade vakacava e volitaka tiko, ena nona website se ena iloilo ni nona sitoa.	fij_Latn
1628	geography	Na iwiliwili ni lewenivanua ena Siti o Vatican e 800. E matanitu lailai duadua e tu vakataki koya e vuravura qai lailai duadua na iwiliwili ni kena lewenivanua.	fij_Latn
1596	science/technology	Na vakadidike nei Hershey kei Chase e kilai kina ni DNA e maroroya qai vakadewa na itukutuku ni kawa.	fij_Latn
739	geography	Na Yatu kuka e tiko e Polinisia, ena loma donu ni Wasa Pasifika, qo e dua na yanuyanu e dau veimaliwai wale kei Niusiladi.	fij_Latn
548	sports	Siirryttäessä neljännesmailista puolen mailin juoksuun nopeuden merkitys vähenee huomattavasti, ja kestävyydestä tulee ehdottoman välttämätöntä.	fin_Latn
824	travel	Katso joko verkkosivulta tai liikkeen ikkunasta, millaisia matkoja edustaja tarjoaa.	fin_Latn
1628	geography	Vatikaanivaltion asukasluku on noin 800. Se on maailman pienin itsenäinen valtio ja asukasluvultaan maailman pienin valtio.	fin_Latn
1596	science/technology	Hersheyn ja Chasen tutkimus oli yksi tärkeimmistä viitteistä siitä, että DNA on geneettistä materiaalia.	fin_Latn
739	geography	Cookinsaaret on Polynesiassa, Eteläisellä Tyynellämerellä sijaitseva saarivaltio. Se on Uuden-Seelannin liitännäisvaltio.	fin_Latn
548	sports	Bɛsin ma dó ɛnɛ jɛ vlɔ dó we zunkinkan tɔn ɔ, wezun bleble kikan sɔ nɔ ɖo taji ǎ loɔ didɛ wɛ ɖò taji.	fon_Latn
824	travel	Azɔ̀wàtɔ́ tomɛyiyi gbàsá tɔ́n ɖé ɖo tomɛyiyi ɖè jla wɛ hǔn‚ mi nɔ xɔ́tó.	fon_Latn
1628	geography	Gbɛtɔ́ nu ɖi 800 mɔ̌ wɛ nɔ nɔ vatican toxò ɔ mɛ. E kpɔn gbè ɔ bǐ mɛ ɔ, é wɛ́ nyi tò kpɛví húgan ɖò tò e ko ɖò eɖésí lè mɛ bò lɛ ɖó togun tɔn è hwè hú bǐ é.	fon_Latn
1596	science/technology	Hershey kpó Chase kpó wɛ blo dobanunu nukɔntɔn e xlɛ ɖɔ ADN wɛ nyi gù e ɖu tlɔlɔ sín mɛjitɔ lɛ si e.	fon_Latn
739	geography	Tɔtɛntínto Cook lɛ ɔ‚ to ɖé wɛ yé nyǐ bó ɖò kpɔ xá Nouvelle Zelande to ɔ ɖò jlokokomɛ‚ é ɖò Polynésie ɖò xù Pacifique e ɖò tofɔligbé e tɛntin.	fon_Latn
548	sports	Avec le passage du 400 mètres au 800 mètres, la vitesse devient beaucoup moins importante et l’endurance devient une nécessité absolue.	fra_Latn
824	travel	Jetez un coup d’œil aux voyages dont l’agent fait la promotion, que ce soit sur un site internet ou en vitrine.	fra_Latn
1628	geography	Le Vatican compte environ 800 habitants. C'est le plus petit pays indépendant au monde, et le moins peuplé.	fra_Latn
1596	science/technology	L'expérience Hershey et Chase a été l'une des principales indications que l'ADN était un matériel génétique.	fra_Latn
739	geography	L'archipel des îles Cook est un État en libre association avec la Nouvelle-Zélande, situé en Polynésie, au milieu de l'océan Pacifique sud.	fra_Latn
548	sports	Cul cambiament da la corse di un cuart di mie a chê di mieze mie, la velocitât e je deventade mancul impuartante e la resistence e je deventade une necessitât assolude.	fur_Latn
824	travel	Bute un voli a ce viaçs che al stâ promovint l’agjent, che al sedi suntun sît internet o su la vetrine de buteghe.	fur_Latn
1628	geography	La popolazion de Citât dal Vatican e je di cirche 800 personis. E je la nazion indipendente plui piçule dal mont e la nazion cu la popolazion plui piçule.	fur_Latn
1596	science/technology	L’esperiment di Hershey e Chase al è stât un dai principâi sugjeriments che il DNA al fos materiâl gjenetic.	fur_Latn
739	geography	Lis isulis Cook a son un stât insulâr in libare associazion cu la Gnove Zelande, logât in Polinesie, intal mieç dal ocean Pacific meridionâl.	fur_Latn
548	sports	Ɓe canji daga gotel ha darnai be je reta mile doggugo, yawugo warti do mari seeɗa nafu be jumriya warti do mari nafu manga.	fuv_Latn
824	travel	A dinga larugo ko be sorrata, ha online ko ha window shago.	fuv_Latn
1628	geography	Vatican wuro ummatore himbe yari kusan 800. Do on je mari sedda (independent) leddi ha dar duniyaru be je leddi be sedda dar ummatore.	fuv_Latn
1596	science/technology	Jangirde be famrugo je Heshi be Ches on ardata ha hala wurti dow kuje goɗɗo mari ha ɓandu mako je fotata be je dada be baba mako kuje genetics on.	fuv_Latn
739	geography	Cook Islands kanjum deddi je do ndiyam on je do narra wala kodume be New Zealand, je woni ha Polynesia, ha chaka Pacific Ocean je funa.	fuv_Latn
548	sports	Tokko afraffaa irra gara walakaa maayili figuu jijjiiramuun barbaachisumaa saffisaa baay’ee xiqqaataa dhufa akkasumas jabeenyi guutumatti murteessaa ta’aa dhufa.	gaz_Latn
824	travel	Bakka bu’aan imaloota akkamii akka beeksisaa jiru ilaali, marsariitii irrattis ta’e foddaa suuqii keessaan.	gaz_Latn
1628	geography	Baayyinni uummata Magaalaa Vaatikaan naannoo 800. Kun addunyaarratti biyya of-dandeessu ishee hundarra xiqqoo fi biyya baayyina uummataa hundarra xiqqaa-aanaa qabduudha.	gaz_Latn
1596	science/technology	Qorannoon Heersheeyi fi Cheesii yaadawwan jiraan keessa kan DNA’n meeshaa sanyii dabarsuu isaa jalqaba akka ta’etti geessu ture.	gaz_Latn
739	geography	Ayislaandiin Cook ayislandoota bilisa kan walitti dhufeenya Niw Ziiland waliin, kan isheen itti argamtus Polineshiyati, garbaa kibbaa paasifikiiti argamti.	gaz_Latn
548	sports	A’ dol o ruith cairteal de mhìle gu ruith leth-mhìle, chan eil luaths idir cho cudromach tuilleadh ach tha cian-fhulang dearg-riatanach.	gla_Latn
824	travel	Thoir sùil air dè na tursan a tha an t-àidseant a’ brosnachadh, ge b’ ann air làrach-lìn no ann an uinneag bùtha.	gla_Latn
1628	geography	Tha mu 800 duine a’ fuireach ann an Cathair na Bhatacain. ’S e an dùthaich neo-eisimeileach as lugha a th’ ann agus an dùthaich leis an àireamh-shluaigh as lugha.	gla_Latn
1596	science/technology	B’ e deuchainn Hershey is Chase fear de na prìomh rudan a chuir an aire dhaoine gur e stuth ginteil a th’ ann an DNA.	gla_Latn
739	geography	S e dùthaich eileanan a th’ ann an Eileanan Cook ’s a tha ann an co-chomann saor le Sealainn Nuadh, ann am Poilinèis am meadhan a’ Chuain Shèimh a Deas.	gla_Latn
548	sports	Leis an athrú ón rith ceathrú míle go dtí an rith leath mhíle, maolaíonn tábhacht an luais agus méadaíonn an gá le seasmhacht.	gle_Latn
824	travel	Féach ar na turais atá á gcur chun cinn ag an ngníomhaire, cibé ar láithreán gréasáin nó i bhfuinneog siopa.	gle_Latn
1628	geography	Timpeall 800 duine atá i ndaonra Chathair na Vatacáine. Is í an tír neamhspleách is lú ar domhan agus an tír leis an daonra is ísle.	gle_Latn
1596	science/technology	Bhí turgnamh Hershey agus Chase ar cheann de na príomh-mholtaí gur ábhar géiniteach a bhí in DNA.	gle_Latn
739	geography	Is tír oileáin iad na hOileáin Cook a bhfuil stádas saorchomhlachais acu leis an Nua-Shéalainn, tá siad suite sa Pholainéis, i lár an Aigéin Chiúin Theas.	gle_Latn
548	sports	Ao pasar da carreira dun cuarto de milla á media milla, a velocidade convértese en algo moito menos importante e a resistencia pasa a ser unha necesidade absoluta.	glg_Latn
824	travel	Pódeselle botar unha ollada ás viaxes que o axente promove, tanto se é nun sitio web coma nun escaparate.	glg_Latn
1628	geography	A poboación da Cidade do Vaticano ronda 800 persoas. É o país independente máis pequeno do mundo e o país co número de habitantes máis baixo.	glg_Latn
1596	science/technology	O experimento realizado por Hershey e Chase foi unha das liderou a suxestión de que o ADN constitúe material xenético.	glg_Latn
739	geography	As illas Cook son un país insular en asociación libre con Nova Zelandia, situadas na Polinesia, no medio do Océano Pacífico Sur.	glg_Latn
548	sports	Oñemoambuévo peteĩ carrera orekóva un cuatro de milla-gui media milla-pe, pye'ekuee ndaha'evéima mba'eve ha resistencia katu iñambue peteĩ oñeikotevẽtévape.	grn_Latn
824	travel	Ejesareko umi viaje agente oikuave'ẽva rehe, taha'e web renda térã peteĩ escaparate guive.	grn_Latn
1628	geography	Vaticano Táva avaretakue ha’e 800 mil avakuéra rupi. Ha’e tetã isasõva michĩvéva yvy’ape’ári ha tetã oguerekóva sa’ive avakuéra.	grn_Latn
1596	science/technology	Hershey y Chase experimento ha'eva'ekue mba'eguasuvéva haukáva  ADN ha'eha peteĩ material genético.	grn_Latn
739	geography	Isla-kuéra Cook hína peteĩ tetã insular ojoajúva sãsóme Nueva Zelanda ndive, opytáva Polinesia-pe, Oceano Pacífico mbytépe.	grn_Latn
548	sports	પા થી અડધા માઈલની દોડથી આવેલ બદલાવ સાથે, ઝડપ ખૂબ ઓછી મહત્વની બને છે અને સહન શક્તિ સંપૂર્ણ જરૂરીયાત બને છે.	guj_Gujr
824	travel	વેબસાઇટ પર કે દુકાન પર એજન્ટો કઈ યાત્રાઓને પ્રમોટ કરે છે તે તપાસો.	guj_Gujr
1628	geography	વેટિકન સિટીની વસ્તી 800 ની આસપાસ છે. તે વિશ્વનો સૌથી નાનો સ્વતંત્ર દેશ છે અને સૌથી ઓછી વસ્તી ધરાવતો દેશ.	guj_Gujr
1596	science/technology	હર્શી એન્ડ ચેઝનો પ્રયોગ એ મુખ્ય સૂચનમાંનો એક હતો કે ડીએનએ એ આનુવંશિક સામગ્રી હતી.	guj_Gujr
739	geography	કૂક આઇલૅન્ડ ન્યૂઝીલૅન્ડ સાથે મુક્ત રીતે જોડાયેલો ટાપુ દેશ છે, જે દક્ષિણી પ્રશાંત મહાસાગરમાં મધ્યમાં પૉલિનેશિયામાં આવેલો છે.	guj_Gujr
548	sports	Avèk chanjman pou soti nan ka ale nan kous demi-mile lan, vitès la vin mwens enpòtan anpil epi andirans vin yon gwo nesesite.	hat_Latn
824	travel	Fè yon gade nan ki vwayaj ajan an ap fè pwomosyon, si wi ou non sou yon sit entènèt oswa nan yon fenèt magazen yo.	hat_Latn
1628	geography	Popilasyon site Vatikan an gen ozanviwon 800 abitan. Se pi piti peyi endepandan nan mond lan epi se peyi ki gen mwens moun.	hat_Latn
1596	science/technology	Eksperyans Hershey ak Chase te youn nan prensipal sijesyon ADN yo te yon materyèl jenetik.	hat_Latn
739	geography	Zile Kouk yo se yon peyi ki gen asosyasyon lib ak Nouvèl Zelann, li lokalize nan Polinezi, nan mitan oseyan pasifik sid.	hat_Latn
548	sports	Da samun sauyi daga kwatan gudun rabin mil guda, batun gudu ya zama maras muhimmanci sosai yayin da jajircewa kuma ya zama wani abu na lallai.	hau_Latn
824	travel	Lura da irin tafiye-tafiyen da wakili ke gabatarwa, ko a shafin yanar gizo ko a cikin taga shago.	hau_Latn
1628	geography	Yawan al’ummar Birnin Vatican ya kai kimanin mutane 800. Ita ce kasa mafi kankanta cikin kasashe masu yancin kansu kuma mafi karancin yawan jama’a.	hau_Latn
1596	science/technology	Gwajin Hershey da Chase na ɗaya daga cikin ra’ayoyin da ke kan gaba da ke nuni da cewa DNA wani abu ne na rayuwa.	hau_Latn
739	geography	Tsibirin Cook tsibiri ce wanda ba ta da alaka tare da New Zealand, wanda ke cikin Polynesia, a tsakiyar Tekun Pacific ta Kudu.	hau_Latn
548	sports	עם המעבר מריצה של רבע מייל לחצי מייל, המהירות הופכת פחות חשובה וכושר הסיבולת הופך להיות הכרח מוחלט.	heb_Hebr
824	travel	התבוננו באילו טיולים הסוכן מקדם, בין אם באתר או בחלון החנות.	heb_Hebr
1628	geography	אוכלוסיית קריית הוותיקן היא 800 איש בערך. זו המדינה העצמאית הקטנה ביותר בעולם והמדינה עם האוכלוסייה המועטה ביותר.	heb_Hebr
1596	science/technology	ניסוי הרשי וצ'ייס היה אחת הטענות המובילות לכך ש-DNA הוא חומר גנטי.	heb_Hebr
739	geography	איי קוק הם מדינת אי שקשורה קשר רופף לניו זילנד, ונמצאים בפולינזיה, במרכז האוקיינוס השקט הדרומי.	heb_Hebr
548	sports	तिमाही से आधे-मील तक के बदलाव के साथ, गति बहुत कम महत्व की हो जाती है और स्थिरता एक अत्यंत आवश्यकता बन जाती है.	hin_Deva
824	travel	चाहे आप कोई वेबसाइट देख रहे हों या किसी शॉप की विंडो पर हों, इस बात पर एक नज़र डालें कि एजेंट किन यात्राओं का प्रचार कर रहा है.	hin_Deva
1628	geography	वेटिकन सिटी की जनसंख्या लगभग 800 है. यह विश्व का सबसे कम जनसंख्या वाला सबसे छोटा स्वतंत्र राष्ट्र है.	hin_Deva
1596	science/technology	हर्शे और चेस के परीक्षण का एक प्रमुख सुझाव था कि DNA एक जेनेटिक मटेरियल था.	hin_Deva
739	geography	कुक आइलैंड्स दक्षिण प्रशांत महासागर के बीच में पोलिनेशिया में स्थित एक द्वीप देश है,जिसका नूजीलैंड के साथ खुला सहयोग है ।	hin_Deva
548	sports	चौथाई ले आधा मील के दौड़ म परिवर्तन के साथ, गति बहुत कम महत्व के रहे जात हवय अउ धीरज एकठन परम ज़रूरत बन जात हवय।	hne_Deva
824	travel	एक बार ध्यान देवव कि एजेंट कोन से यात्रा मन के प्रचार करत हवय, चाहे वो ह वेबसाइट म हो या दुकान के खिड़की म।	hne_Deva
1628	geography	वेटिकन सिटी के आबादी लगभग 800 हे।ए दुनिया के सबले छोटे स्वतंत्र देश अऊ सबले कम आबादी वाला देश हवे।	hne_Deva
1596	science/technology	हर्शे अउ चेज़ प्रयोग प्रमुख सुझावमन म ले एकठन रहिस कि डीएनए एकथन आनुवंशिक सामग्री रहिस।	hne_Deva
739	geography	कुक आइलैंड्स दक्षिण म प्रशांत महासागर के बीच, पोलिनेशिया म स्थित न्यूजीलैंड के संग मुक्त सहयोग म एक द्वीप देश हे।	hne_Deva
548	sports	S promjenom dužine utrke s četvrt milje na pola milje, brzina postaje mnogo manje važna, a izdržljivost postaje apsolutna nužnost.	hrv_Latn
824	travel	Pogledajte kakve izlete agent promovira, bilo na web-lokaciji ili u izlogu.	hrv_Latn
1628	geography	Broj stanovnika Vatikana iznosi oko 800. Riječ je o najmanjoj neovisnoj zemlji na svijetu i zemlji s najmanjim brojem stanovnika.	hrv_Latn
1596	science/technology	Eksperiment koji su izveli Hershey i Chase bio je jedan od vodećih prijedloga da je DNK genetski materijal.	hrv_Latn
739	geography	Cookovi otoci otočna su država, samoupravno područje Novoga Zelanda koje se nalazi u Polineziji, usred južnog Pacifičkog oceana.	hrv_Latn
548	sports	Futásnál, ha negyedmérföldes távról félmérföldesre vált valaki, akkor a sebességnek már kisebb jelentősége lesz, azonban az állóképesség feltétlenül szükségessé válik.	hun_Latn
824	travel	Nézze meg, milyen utazásokat reklámoz az ügynök akár egy webhelyen, akár egy bolti kirakatban!	hun_Latn
1628	geography	Vatikánváros népessége körülbelül 800 fő. Ez a legkisebb és legalacsonyabb népességű független ország a világon.	hun_Latn
1596	science/technology	A Hershey és Chase kísérlet egyike volt annak az elméletnek legfőbb bizonyítékainak, miszerint a DNS egy genetikai anyag.	hun_Latn
739	geography	A Cook-szigetek Új-Zéland társult szigetországa,  Polinéziában, a Csendes-óceán déli részének közepén.	hun_Latn
548	sports	Եթե մեկ քառորդը փոփոխվում է կես մղոնի վազքով, արագությունը կորցնում է իր կարևորությունը, և տոկունությունը դառնում է բացարձակ անհրաժեշտություն:	hye_Armn
824	travel	Նայեք, թե ինչ ճանապարհորդություններ է գովազդում գործակալը թե՛ կայքում և թե՛ ցուցափեղկում:	hye_Armn
1628	geography	Վատիկան քաղաքի բնակչությունը շուրջ 800 է։ Այն աշխարհի ամենափոքր անկախ և ամենաքիչ բնակչությունն ունեցող պետությունն է։	hye_Armn
1596	science/technology	Հերշիի և Չեյզի փորձը գլխավոր առաջարկություններից մեկն էր, որ ԴՆԹ-ն ծագումնաբանական նյութ է:	hye_Armn
739	geography	Կուկի կղզիները կղզի-երկիր են, որն ազատ հարաբերություններ ունի Պոլինեզիայում տեղակայված Նոր Զելանդիայի հետ` Խաղաղ օվկիանոսի հարավային միջնամասում:	hye_Armn
548	sports	Ya na ngbanwe site n'ịgba ọsọ nkeji iri na ise ruo ọkara maịlị, mkpa èkwòmọsọ adịzie nnọọ obere ma ntachi obi na-abụ ihe dị oke mkpa.	ibo_Latn
824	travel	Lee anya na ihe njem oje ozi na ebuli elu, ma o bu na webusaiti ma o bu na windo ulo ahia.	ibo_Latn
1628	geography	Onu ogugu ndi mmadu obodo Vatican di nari 800. O bu obodo kacha nta n’uwa n’uwa n’uwa na obodo n’ogbe ndi kacha pere mpe.	ibo_Latn
1596	science/technology	Nwale Hershey na Chase so na otu aro no na isi siri na DNA wubu otu mkpụrụ ndụ ihe nketa.	ibo_Latn
739	geography	Isuo Kuk bụ obodo isuo nọ n'etiti ndịda oke osimiri Pasifik, nke dị na Polinesia ya na obodo Niu Zilandị gbara ogige nwere onwe.	ibo_Latn
548	sports	Iti panagbaliw ti panagtaray manipud iti kakapat ti milia a mapan iti kagudua ti milia, saan unayen nga importante ti kinapardas ket ti kinaibtur ti agbalinen a nangnangruna a kasapulan.	ilo_Latn
824	travel	Kitaem no ania dagiti biahe nga italtal-o ti ahente, maipapan iti website wenno iti tawa ti paglakuan.	ilo_Latn
1628	geography	Ti populasion ti Vatican City ket agarup 800. Daytoy ti kabassitan a nawaya a pagilian iti lubong ken ti pagilian nga addaanti kabassitan a populasion.	ilo_Latn
1596	science/technology	Ti eksperimento ti Hershey ken Chase iti maysa kadagiti nalatak nga agibagbaga a ti DNA ket genetiko a material.	ilo_Latn
739	geography	Ti Cook Islands ket maysa nga isla a nasion nga adda nawaya a pannakainaigna iti New Zealand, a makita idiay Polynesia, ti tengnga iti Makin-abagatan a Baybay Pasipiko.	ilo_Latn
548	sports	Dengan perubahan dari lari seperempat mil menjadi lari setengah mil, kecepatan menjadi kurang penting dan daya tahan menjadi kebutuhan mutlak.	ind_Latn
824	travel	Pelajari perjalanan apa saja yang dipromosikan agen tersebut, entah itu di situs web maupun di etalase toko.	ind_Latn
1628	geography	Populasi Kota Vatikan sekitar 800. Ini adalah negara merdeka terkecil di dunia dan negara dengan populasi terendah.	ind_Latn
1596	science/technology	Percobaan Hershey dan Chase merupakan salah satu usulan utama yang menyatakan bahwa DNA adalah materi genetik.	ind_Latn
739	geography	Kepulauan Cook adalah negara kepulauan yang berasosiasi bebas dengan Selandia Baru, lokasinya di Polinesia, di tengah-tengah Samudra Pasifik Selatan.	ind_Latn
548	sports	Þegar hlaupið var lengt úr fjórðungi úr mílu í hálfa mílu varð hraðinn ekki nærri eins mikilivægari heldur var úthald algert lykilatriði.	isl_Latn
824	travel	Skoðaðu hvaða ferðir fulltrúinn er að auglýsa, hvort sem þær eru á vefsíðu eða í búðarglugga.	isl_Latn
1628	geography	Íbúar Vatikanborgar eru um 800. Það er minnsta sjálfstæða landið í heiminum og með minnstan fólksfjölda.	isl_Latn
1596	science/technology	Tilraun Hershey og Chase var ein af leiðandi tillögum þess efnis að DNA væri erfðaefni.	isl_Latn
739	geography	Cooks-eyjar er eyjaríki í frjálsu sambandi við Nýja-Sjáland, staðsett í Pólýnesíu, í miðju Suður-Kyrrahafi.	isl_Latn
548	sports	Passando dal quarto di miglio al mezzo miglio, la velocità diventa molto meno importante, mentre la resistenza diventa una vera e propria necessità.	ita_Latn
824	travel	Date un'occhiata ai viaggi che promuove l'agente, sia sul sito web che in vetrina.	ita_Latn
1628	geography	La popolazione della Città del Vaticano è costituita da circa 800 abitanti. Si tratta dello Stato indipendente più piccolo al mondo e quello con la minor popolazione.	ita_Latn
1596	science/technology	Uno dei primi esperimenti a suggerire che il DNA fosse un materiale genetico è stato quello condotto da Hershey e Chase.	ita_Latn
739	geography	Le Isole Cook si trovano in Polinesia, nel centro dell'Oceano Pacifico meridionale; costituiscono uno Stato insulare in libera associazione con la Nuova Zelanda.	ita_Latn
548	sports	Kanthi owah-owahan saka puteran seprapat mil, kacepetan dadi ora pati penting lan kakukuhan dadi kabutuhan mutlak.	jav_Latn
824	travel	Coba delengen wisata apa sing dipromosikke dening agen iki, ana ning situs web utawa ana cendhela kaca toko.	jav_Latn
1628	geography	Populasi Kutha Vatikan watara 800. Iku negara mardika paling cilik ing donya lan negara kanthi pendhudhuk paling sethithik.	jav_Latn
1596	science/technology	Eksperimen Harshey lan Chase iku salah sawijining unsur-unsur utama menawa DNA iku sawijining bahan genetik.	jav_Latn
739	geography	Kapuloan Cook iku negara pulo ing asosiasi bebas karo Selandia Baru, panggonane ing Polinesia, ing tengah-tengah Samudra Pasifik Kidul.	jav_Latn
548	sports	クォーターマラソンからハーフマラソンに転向する場合、スピードの重要性ははるかに低くなり、持久力が絶対的に必要になります。	jpn_Jpan
824	travel	ウェブサイトや店頭で、代理店がどのような旅行を宣伝しているかを見てみましょう。	jpn_Jpan
1628	geography	バチカン市国の人口は約800人です。世界最小の独立国であり、最も人口が少ない国でもあります。	jpn_Jpan
1596	science/technology	ハーシーとチェイスの実験は、DNAが遺伝物質であることを示唆する有力な実験の1つでした。	jpn_Jpan
739	geography	クック諸島は、南太平洋の中央に位置するポリネシアに属し、ニュージーランドと自由連合を結んだ島国です。	jpn_Jpan
548	sports	S ubeddel si tazzla n ṛbeɛ ɣer uzgen n lmil, tazzla yuɣal inqes wazal-is ma d azbu yuɣal d lmeḥwiǧat tamezwarut.	kab_Latn
824	travel	Wali acu n yinigen i tettdellil tkebbanit, ama di tansa-nes n anternet ama di ṭaq n tḥanutt-is.	kab_Latn
1628	geography	Uṭun n imezdaɣ n Batikan Siti 800. D tamurt tamunant tamecṭuḥt yakk di ddunit yarna d tamurt akk isɛan ciṭ n imezdaɣ.	kab_Latn
1596	science/technology	Tirmit n Hercey akked Čays d yiwet id-iseknen belli ADN d tanga n lewrata.	kab_Latn
739	geography	Tigzirin n Kuk d tamurt n tegzirin idukklen s wudem ilelli akked Zilanda Tamaynut, tezga-d di Bulinizya, di tlemmast n Ugaraw Irsen n Unẓul.	kab_Latn
548	sports	Kagat ai lam hpe deng htam mali na htam mi sha re ai kaw na deng chyen mi rai mat ai a majaw, ndai kagat ai lam hta ba lu hkam ai lam gaw chyang shadang hta grau ahkyak mat wa ai.	kac_Latn
824	travel	Website kaw rai rai madun da ai seng kaw rai rai hkrun lam lajang ai ni hpe ni ndau shabra da ai hpe yu yu u.	kac_Latn
1628	geography	Vatican Mare kaba gaw masha jahpan 800 sha nga ai. Dai gaw mungkan na kaji htum shanglawt mungdan re nna masha jahpan nlaw htum mungdan rai nga ai.	kac_Latn
1596	science/technology	Hershey hte Chase a hkaja ai lam gaw DNA gaw genetic rai re ai ngu tak ai ni kaw na langai re wa ai.	kac_Latn
739	geography	Cook Islands ngu ai zunlawng mungdan gaw Dingda Pacific nammuk dara a ka'ang na, Polynesia ngu ai shara kaw nga ai, New Zealand mungdan hte kanawn mazum lam, matut mahkai lam nga ai mungdan langai rai nga ai.	kac_Latn
